City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
283,Milverton,CA,43.5668,-80.9164,34.84,59,1,1.01,clear sky
284,Ponezhukay,RU,44.8876,39.3855,60.84,85,100,6.02,overcast clouds
285,Usinsk,RU,65.9939,57.5281,24.91,76,46,16.49,scattered clouds
286,Zamosc,PL,50.7231,23.252,40.06,90,74,2.42,broken clouds
287,Bengkulu,ID,-3.8004,102.2655,83.89,69,98,4.99,overcast clouds
288,Kodiak,US,57.79,-152.4072,44.11,76,100,21.85,overcast clouds
289,Aanekoski,FI,62.6946,25.818,24.85,93,7,3.8,clear sky
290,Camopi,GF,3.1655,-52.3158,71.74,99,60,2.55,broken clouds
291,Fukue,JP,32.6881,128.8419,57.56,88,75,28.77,broken clouds
292,Vanimo,PG,-2.6741,141.3028,86.47,65,100,5.61,overcast clouds
293,Copiapo,CL,-27.3667,-70.3333,53.29,53,0,0.72,clear sky
294,Okha,RU,53.5739,142.9478,31.91,97,100,19.64,light snow
295,Luau,AO,-10.7073,22.2247,61.72,88,29,4.9,scattered clouds
296,Ambon,ID,-3.6954,128.1814,89.74,62,40,3.44,scattered clouds
297,Westport,US,41.1415,-73.3579,47.82,33,0,11.5,clear sky
298,Dingle,PH,10.9995,122.6711,86.67,68,100,9.31,overcast clouds
299,Porto Calvo,BR,-9.045,-35.3983,74.14,85,100,4.14,overcast clouds
300,Katsuura,JP,35.1333,140.3,61.21,92,100,13.6,overcast clouds
301,Namatanai,PG,-3.6667,152.4333,86.59,63,100,5.21,overcast clouds
302,Araouane,ML,18.9048,-3.5265,77.85,11,1,7.05,clear sky
303,Balkhash,KZ,46.844,74.9804,63.21,29,0,22.37,clear sky
304,Kendari,ID,-3.945,122.4989,86.13,64,97,3.4,overcast clouds
305,Moramanga,MG,-18.9333,48.2,55.44,94,18,3.36,few clouds
306,Palmer,US,42.1584,-72.3287,45.01,33,0,11.5,clear sky
307,Eureka,US,40.8021,-124.1637,53.26,77,7,2.71,clear sky
308,Imbituba,BR,-28.24,-48.6703,71.85,90,100,10.96,overcast clouds
309,Ames,US,42.0347,-93.6199,60.06,87,0,18.41,clear sky
310,Salas,ES,43.4118,-6.2602,50.95,95,3,3.02,clear sky
311,Camacha,PT,33.0833,-16.3333,58.42,72,75,4.61,broken clouds
312,Kloulklubed,PW,7.0419,134.2556,77.5,92,100,2.86,light rain
313,Maceio,BR,-9.6658,-35.7353,72.84,94,40,4.61,scattered clouds
314,Marsa Matruh,EG,31.3525,27.2453,64.47,71,26,15.5,scattered clouds
315,Salta,AR,-24.7859,-65.4117,59.59,75,75,8.05,broken clouds
316,Monrovia,LR,6.3005,-10.7969,73.17,93,100,13.38,moderate rain
317,Suntar,RU,62.1444,117.6319,42.4,60,83,4.92,broken clouds
318,Kaitangata,NZ,-46.2817,169.8464,54.39,72,2,4.16,clear sky
319,Stromness,GB,58.965,-3.296,41.88,91,95,3.0,overcast clouds
320,Panjab,AF,34.388,67.0233,54.28,51,4,1.95,clear sky
321,Lobito,AO,-12.3481,13.5456,75.52,88,94,1.03,light rain
322,Jiuquan,CN,39.7432,98.5174,49.33,31,100,7.56,overcast clouds
323,Balangiga,PH,11.1097,125.3875,81.72,83,99,12.24,overcast clouds
324,Humaita,BR,-7.5061,-63.0208,75.94,86,99,2.37,overcast clouds
325,Portland,US,45.5234,-122.6762,51.73,80,100,3.44,overcast clouds
326,Padang,ID,-0.9492,100.3543,87.85,68,99,3.11,overcast clouds
327,Olga,RU,43.7444,135.2892,53.89,32,100,9.06,overcast clouds
328,Caravelas,BR,-17.7125,-39.2481,73.92,87,0,4.18,clear sky
329,Tamworth,GB,52.634,-1.6959,45.93,84,100,1.01,overcast clouds
330,Vilyuysk,RU,63.7553,121.6247,38.73,70,15,4.63,few clouds
331,Satuk,TR,41.2263,32.3836,50.25,92,0,2.28,clear sky
332,Nishihara,JP,26.1842,127.7558,83.86,86,75,20.71,broken clouds
333,Margate,GB,51.3813,1.3862,48.31,77,100,5.99,overcast clouds
334,Jining,CN,35.405,116.5814,61.59,48,61,4.5,broken clouds
335,La Asuncion,VE,11.0333,-63.8628,87.53,74,88,8.05,overcast clouds
336,Ouallam,NE,14.3188,2.0866,83.28,16,97,7.52,overcast clouds
337,Carutapera,BR,-1.195,-46.02,74.8,95,100,5.32,overcast clouds
338,Deputatskiy,RU,69.3,139.9,16.09,79,79,2.8,broken clouds
339,Whyalla,AU,-33.0333,137.5833,67.89,60,75,8.05,broken clouds
340,Kuusamo,FI,65.9667,29.1833,21.24,63,0,5.75,clear sky
341,Morro Bay,US,35.3658,-120.8499,60.58,69,0,8.01,clear sky
342,Samarai,PG,-10.6167,150.6667,85.35,69,7,11.68,clear sky
343,Prince Rupert,CA,54.3161,-130.3201,46.49,81,0,11.5,clear sky
344,Aklavik,CA,68.2191,-135.0107,23.88,87,100,9.53,overcast clouds
345,Sukhobezvodnoye,RU,57.0491,44.8891,32.59,45,12,3.69,few clouds
346,Funtua,NG,11.5233,7.3081,76.55,64,75,6.89,broken clouds
347,Vawkavysk,BY,53.1561,24.4513,35.51,86,10,3.85,clear sky
348,Paamiut,GL,61.994,-49.6678,36.7,87,100,16.06,overcast clouds
349,Mayo,US,38.8876,-76.5119,52.99,51,0,9.22,clear sky
350,Mandalgovi,MN,45.7625,106.2708,38.03,26,4,19.91,clear sky
351,Kinablangan,PH,7.6947,126.5503,81.12,78,98,5.37,overcast clouds
352,Kuito,AO,-12.3833,16.9333,61.36,77,96,4.83,overcast clouds
353,Puerto Escondido,MX,15.85,-97.0667,83.23,69,20,0.0,few clouds
354,Patiya,BD,22.2931,91.9762,89.83,55,13,5.3,few clouds
355,Fortuna,US,40.5982,-124.1573,52.99,82,0,8.05,clear sky
356,Sijunjung,ID,-0.6876,100.9537,85.95,62,95,2.24,overcast clouds
357,Ilulissat,GL,69.2167,-51.1,26.62,93,100,0.0,overcast clouds
358,Maraba,BR,-5.3686,-49.1178,72.46,97,92,0.29,overcast clouds
359,Lappeenranta,FI,61.0587,28.1887,32.56,93,100,9.22,overcast clouds
360,Agadez,NE,19.75,10.25,76.32,8,69,8.86,broken clouds
361,Aykhal,RU,66.0,111.5,34.43,100,27,11.65,scattered clouds
362,Benjamin Constant,BR,-4.3831,-70.0311,75.33,97,100,0.74,overcast clouds
363,Male,MV,4.1748,73.5089,84.79,71,100,6.22,heavy intensity rain
364,Harper,LR,4.375,-7.7169,78.93,82,90,1.97,overcast clouds
365,Rakai,UG,-0.72,31.4839,62.11,98,100,3.36,light rain
366,Evensk,RU,61.95,159.2333,40.78,75,64,13.44,broken clouds
367,Atakpame,TG,7.5333,1.1333,73.44,73,72,0.83,broken clouds
368,Calabozo,VE,8.9242,-67.4293,80.53,72,99,6.02,overcast clouds
369,Kedrovyy,RU,56.1667,91.8167,63.01,87,100,7.0,overcast clouds
370,Itacare,BR,-14.2775,-38.9967,74.12,87,29,5.03,scattered clouds
371,Jagatsinghapur,IN,20.2667,86.1667,88.16,46,39,11.92,scattered clouds
372,Rio Branco,BR,-9.9747,-67.81,77.61,94,0,0.0,clear sky
373,Albina,SR,5.5,-54.05,73.92,98,82,2.51,broken clouds
374,Viedma,AR,-40.8135,-62.9967,44.22,45,24,6.98,few clouds
375,La Ronge,CA,55.1001,-105.2842,43.05,87,100,4.61,overcast clouds
376,Yegorlykskaya,RU,46.5656,40.6562,49.96,63,96,13.56,overcast clouds
377,Langsa,ID,4.4683,97.9683,87.51,67,94,3.11,light rain
378,Valparaiso,CL,-33.0393,-71.6273,59.47,67,0,1.14,clear sky
379,Moree,AU,-29.4667,149.85,82.42,36,5,8.05,clear sky
380,Nagato,JP,34.3833,131.2,59.2,91,100,34.74,overcast clouds
381,Port Talbot,GB,51.5924,-3.7802,45.9,81,99,1.99,overcast clouds
382,Asau,RO,46.4333,26.4,47.95,100,100,5.7,light rain
383,Nanortalik,GL,60.1432,-45.2371,38.21,83,100,3.42,overcast clouds
384,Alexandria,EG,31.2156,29.9553,62.22,67,10,9.51,clear sky
385,Hengshui,CN,37.7322,115.7011,62.69,44,100,5.73,overcast clouds
386,Hearst,CA,49.6835,-83.6665,26.85,95,31,3.98,scattered clouds
387,San Rafael,AR,-34.6177,-68.3301,43.83,42,0,3.96,clear sky
388,Pevek,RU,69.7008,170.3133,29.75,93,100,9.91,overcast clouds
389,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,96,100,27.09,moderate rain
390,Jagalur,IN,14.5333,76.35,85.87,48,46,9.24,scattered clouds
391,Salalah,OM,17.0151,54.0924,84.29,84,20,6.91,few clouds
392,Wageningen,NL,51.9667,5.6667,44.85,87,100,5.75,overcast clouds
393,Kalmunai,LK,7.4167,81.8167,84.4,75,76,5.82,broken clouds
394,Lancaster,US,40.2504,-76.2499,46.13,44,0,9.22,clear sky
395,Tautira,PF,-17.7333,-149.15,80.11,76,23,20.62,light rain
396,Roros,NO,62.5747,11.3842,28.24,80,100,8.05,overcast clouds
397,Salinopolis,BR,-0.6136,-47.3561,77.65,88,92,9.06,overcast clouds
398,Vao,NC,-22.6667,167.4833,75.42,74,100,25.7,overcast clouds
399,Faanui,PF,-16.4833,-151.75,82.06,70,8,20.36,light rain
400,Kaili,ID,-3.4626,120.2147,80.49,64,67,4.16,broken clouds
401,Ishigaki,JP,24.3448,124.1572,86.13,84,20,20.71,few clouds
402,Oyama,JP,36.3,139.8,64.58,53,100,8.43,light rain
403,Mizdah,LY,31.4451,12.9801,54.72,57,8,6.71,clear sky
404,Arua,UG,3.0201,30.9111,61.32,91,100,3.67,overcast clouds
405,Odoyev,RU,53.9393,36.6864,36.7,93,100,4.23,overcast clouds
406,Pontes E Lacerda,BR,-15.2261,-59.3353,72.73,73,9,3.67,clear sky
407,Pampa,US,35.5362,-100.9599,77.95,57,0,11.5,clear sky
408,Sao Pedro Do Sul,BR,-29.6206,-54.1789,57.85,95,56,6.91,broken clouds
409,Harbour Breton,CA,47.4833,-55.7983,40.26,88,100,9.69,overcast clouds
410,Bhilai,IN,21.2167,81.4333,89.73,14,3,9.55,clear sky
411,Dmytrivka,UA,45.9717,28.9864,51.91,84,100,5.93,overcast clouds
412,Russell,US,32.3502,-85.1999,67.23,87,52,0.0,broken clouds
413,Ipixuna,BR,-1.7625,-48.8043,73.27,98,100,3.38,overcast clouds
414,Lebu,CL,-37.6167,-73.65,47.98,81,3,16.71,clear sky
415,Hays,US,30.0502,-98.0336,73.92,72,68,5.99,broken clouds
416,Half Moon Bay,US,37.4636,-122.4286,56.41,76,0,26.46,mist
417,Ostrovnoy,RU,68.0531,39.5131,15.26,86,46,18.66,scattered clouds
418,Kuandian,CN,40.7286,124.7847,62.74,24,0,3.91,clear sky
419,Plettenberg Bay,ZA,-34.0527,23.3716,59.09,69,43,8.21,scattered clouds
420,Yatsushiro,JP,32.5,130.6,61.2,93,100,14.72,overcast clouds
421,Talant,FR,47.3369,5.0089,45.21,76,0,5.75,clear sky
422,Morondava,MG,-20.2833,44.2833,71.65,63,0,10.38,clear sky
423,Magadan,RU,59.5667,150.8,43.54,65,100,9.48,overcast clouds
424,Gorontalo,ID,0.5412,123.0595,86.81,66,81,4.34,broken clouds
425,Mushie,CD,-3.0167,16.9,70.18,97,53,1.54,broken clouds
426,Sechura,PE,-5.5569,-80.8222,69.64,77,98,15.17,overcast clouds
427,Prachuap Khiri Khan,TH,12.2167,99.75,83.7,49,100,2.08,overcast clouds
428,Kysyl-Syr,RU,63.8986,122.7617,37.76,75,17,4.0,few clouds
429,Ballina,AU,-28.8667,153.5667,78.98,85,12,7.74,few clouds
430,Port Lincoln,AU,-34.7333,135.8667,65.84,68,100,17.67,light rain
431,Ler,SS,8.3018,30.1418,76.75,68,92,4.16,overcast clouds
432,Ingham,US,42.6,-84.3833,46.17,64,100,3.44,overcast clouds
433,Florianopolis,BR,-27.6146,-48.5012,70.36,98,75,5.75,broken clouds
434,Ilhabela,BR,-23.7781,-45.3581,76.55,72,50,4.09,scattered clouds
435,Loreto,MX,22.2667,-101.9667,72.64,25,41,1.14,scattered clouds
436,Karasburg,NA,-28.0167,18.75,57.51,30,0,8.21,clear sky
437,Iranshahr,IR,27.2025,60.6848,80.94,24,0,4.61,clear sky
438,Talbahat,IN,25.05,78.4333,100.54,10,14,16.46,few clouds
439,Saint Anthony,US,45.0205,-93.218,49.93,72,40,20.71,scattered clouds
440,Dicabisagan,PH,17.0818,122.4157,86.79,67,98,8.43,overcast clouds
441,Marsassoum,SN,12.8275,-15.9806,71.69,47,4,6.04,clear sky
442,Torres,BR,-29.3353,-49.7269,66.83,89,70,8.93,broken clouds
443,Hovd,MN,48.0056,91.6419,48.2,20,8,2.19,clear sky
444,Cozumel,MX,20.5083,-86.9458,78.87,83,20,7.0,few clouds
445,Svetlogorsk,BY,52.6333,29.7333,36.3,81,14,1.34,few clouds
446,Nuevo Progreso,MX,23.1667,-97.95,76.53,74,36,5.48,scattered clouds
447,Coihaique,CL,-45.5752,-72.0662,30.15,93,40,3.44,scattered clouds
448,Buarcos,PT,40.166,-8.8768,52.14,81,52,8.3,broken clouds
449,Gizo,SB,-8.103,156.8419,84.88,68,48,3.04,light rain
450,Nemuro,JP,43.3236,145.575,42.13,64,100,9.06,overcast clouds
451,San Andres,CO,12.5847,-81.7006,80.62,74,75,12.66,broken clouds
452,Chama,CH,47.1821,8.4636,45.36,100,20,0.0,few clouds
453,Japura,ID,-0.3167,102.35,87.31,66,99,2.55,overcast clouds
454,Ada,US,43.4166,-116.1262,42.35,86,100,14.97,overcast clouds
455,Batticaloa,LK,7.7102,81.6924,83.89,76,68,6.62,broken clouds
456,Mineros,BO,-17.1167,-63.2333,72.91,94,96,6.76,overcast clouds
457,Plouzane,FR,48.3833,-4.6167,48.25,93,20,9.22,mist
458,Dhidhdhoo,MV,6.8833,73.1,84.58,70,99,1.83,overcast clouds
459,Kismayo,SO,-0.3582,42.5454,80.91,81,95,8.75,light rain
460,Cotonou,BJ,6.3654,2.4183,80.58,78,20,6.91,few clouds
461,Namibe,AO,-15.1961,12.1522,73.0,70,5,7.09,clear sky
462,Nouadhibou,MR,20.931,-17.0347,64.38,82,70,18.41,broken clouds
463,Vardo,NO,70.3705,31.1107,26.64,66,100,21.79,light snow
464,Huarmey,PE,-10.0681,-78.1522,67.12,88,65,6.8,broken clouds
465,Sebring,US,27.4956,-81.4409,71.89,85,100,5.99,overcast clouds
466,Mattru,SL,7.6244,-11.8332,72.52,93,100,2.93,overcast clouds
467,Ketchikan,US,55.3422,-131.6461,52.27,54,20,9.22,few clouds
468,Tragana,GR,38.6167,23.1167,60.42,74,89,5.08,overcast clouds
469,Yelovo,RU,57.0538,54.9207,33.57,68,12,3.87,few clouds
470,Kushiro,JP,42.975,144.3747,52.75,28,75,17.27,broken clouds
471,Pietersburg,ZA,-23.9045,29.4688,45.45,87,0,0.0,clear sky
472,Byron Bay,AU,-28.65,153.6167,77.94,82,26,7.07,scattered clouds
473,Teknaf,BD,20.8624,92.3058,86.81,65,6,5.1,clear sky
474,General Pico,AR,-35.6566,-63.7568,42.57,41,0,4.25,clear sky
475,Tandil,AR,-37.3217,-59.1332,39.69,65,5,7.76,clear sky
476,Warrnambool,AU,-38.3833,142.4833,65.8,61,100,12.28,moderate rain
477,Tazovskiy,RU,67.4667,78.7,20.1,87,100,8.75,overcast clouds
478,Teslic,BA,44.6064,17.8597,45.95,96,53,0.83,broken clouds
479,Kivioli,EE,59.3531,26.9711,33.33,78,97,14.97,overcast clouds
480,Geraldton,AU,-28.7667,114.6,70.21,46,0,16.11,clear sky
481,Liaocheng,CN,36.4439,115.9647,60.42,50,100,3.09,overcast clouds
482,Hit,IQ,33.6416,42.8251,72.54,49,71,5.66,broken clouds
483,Talnakh,RU,69.4865,88.3972,16.21,78,100,5.5,overcast clouds
484,Boca Do Acre,BR,-8.7522,-67.3978,78.66,80,99,2.08,overcast clouds
485,Oriximina,BR,-1.7656,-55.8661,75.22,94,100,3.58,overcast clouds
486,Senanga,ZM,-16.1167,23.2667,63.84,75,85,5.99,overcast clouds
487,Mitsamiouli,KM,-11.3847,43.2844,80.65,72,77,17.45,broken clouds
488,Tilichiki,RU,60.4667,166.1,31.15,98,99,8.05,overcast clouds
489,Sandwick,GB,60.0,-1.25,44.42,87,100,12.66,overcast clouds
490,Upernavik,GL,72.7868,-56.1549,14.2,95,99,5.08,overcast clouds
491,Xining,CN,36.6167,101.7667,42.04,81,100,9.24,overcast clouds
492,Atar,MR,20.5169,-13.0499,74.08,17,2,7.81,clear sky
493,Coquimbo,CL,-29.9533,-71.3436,56.93,94,0,3.44,clear sky
494,Hamilton,US,39.1834,-84.5333,56.75,49,100,12.66,overcast clouds
495,Myrtle Beach,US,33.6891,-78.8867,64.44,71,0,8.05,clear sky
496,Kropotkin,RU,45.4375,40.5756,55.4,80,99,13.69,overcast clouds
497,Luanda,AO,-8.8368,13.2343,75.61,91,100,8.55,overcast clouds
498,Gamba,GA,-2.65,10.0,75.97,91,59,1.77,broken clouds
499,Ozinki,RU,51.1786,49.6769,44.24,71,2,12.84,clear sky
500,Iralaya,HN,15.0,-83.2333,77.79,83,45,9.75,scattered clouds
501,Ghiror,IN,27.1833,78.8,100.17,8,3,6.42,clear sky
502,Kushmurun,KZ,52.4503,64.6311,61.74,42,82,9.35,broken clouds
503,Milazzo,IT,38.2212,15.2383,63.57,65,100,1.01,overcast clouds
504,Chapais,CA,49.7834,-74.8492,28.18,90,78,7.05,broken clouds
505,Tanabe,JP,33.7333,135.3667,69.01,88,75,16.11,light intensity shower rain
506,Hofn,IS,64.2539,-15.2082,44.85,61,3,10.11,clear sky
507,Sapa,PH,5.1544,120.3241,85.62,72,80,9.6,broken clouds
508,Doaba,PK,33.4244,70.7364,85.87,19,100,1.74,overcast clouds
509,Nefteyugansk,RU,61.0998,72.6035,40.64,96,100,15.12,overcast clouds
510,Eyl,SO,7.9803,49.8164,82.27,76,11,3.33,few clouds
511,Cam Ranh,VN,11.9214,109.1591,80.56,89,75,6.91,light rain
512,Roald,NO,62.5833,6.1333,43.75,87,20,4.61,few clouds
513,Tha Chang,TH,9.2642,99.1922,90.01,89,20,2.3,few clouds
514,Barcelona,ES,41.3888,2.159,65.55,66,0,12.66,clear sky
515,Alto Araguaia,BR,-17.3147,-53.2153,67.37,65,6,2.98,clear sky
516,Acapulco,MX,16.8634,-99.8901,80.42,83,20,3.44,few clouds
517,Mlimba,TZ,-8.8,35.8167,67.66,95,69,2.24,light rain
518,Madang,PG,-5.2246,145.7966,87.17,66,100,6.82,overcast clouds
519,Bonfim,BR,3.0833,-59.95,78.24,78,100,5.32,light rain
520,Sur,OM,22.5667,59.5289,90.45,37,50,8.81,scattered clouds
521,Tuatapere,NZ,-46.1333,167.6833,58.32,67,100,2.26,overcast clouds
522,Mumbwa,ZM,-14.9783,27.0619,55.2,95,3,4.14,clear sky
523,Borovoy,RU,55.4333,86.0833,63.68,51,0,13.42,light rain
524,Itacoatiara,BR,-3.1431,-58.4442,75.42,95,99,2.01,overcast clouds
525,Pa Sang,TH,18.5262,98.9394,92.79,38,98,2.66,overcast clouds
526,Kirksville,US,40.1948,-92.5833,56.05,94,20,8.05,few clouds
527,Sorong,ID,-0.8833,131.25,82.54,74,100,8.66,overcast clouds
528,Sumenep,ID,-7.0167,113.8667,86.02,71,40,6.35,scattered clouds
529,Mackay,AU,-21.15,149.2,82.69,69,40,21.85,scattered clouds
530,Lorengau,PG,-2.0226,147.2712,84.16,73,65,2.53,broken clouds
531,Saskylakh,RU,71.9167,114.0833,22.26,80,96,8.55,overcast clouds
532,Aliwal North,ZA,-30.6937,26.7114,50.79,73,4,5.73,clear sky
533,Poopo,BO,-18.3667,-66.9667,44.56,69,3,7.9,clear sky
534,Kargasok,RU,59.0556,80.8572,60.04,72,100,12.39,overcast clouds
535,Pizarro,CO,4.9533,-77.366,77.31,90,84,2.24,moderate rain
536,Flinders,AU,-34.5833,150.8552,81.05,66,42,5.99,scattered clouds
537,Vaitape,PF,-16.5167,-151.75,82.08,70,8,20.36,light rain
538,Ganganagar,IN,29.9167,73.8833,97.0,9,0,9.71,clear sky
539,Vung Tau,VN,10.346,107.0843,77.58,90,100,11.68,light rain
540,Scarborough,GB,54.2797,-0.4044,38.77,89,95,0.54,overcast clouds
541,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,74.52,88,78,0.27,broken clouds
542,Sungaipenuh,ID,-2.0833,101.3833,78.13,62,86,4.43,overcast clouds
543,Elliot,ZA,-31.3333,27.85,52.41,63,63,10.8,broken clouds
544,Kemijarvi,FI,66.7131,27.4306,24.73,67,100,7.81,overcast clouds
545,Phan Thiet,VN,10.9333,108.1,76.93,92,100,4.0,light rain
546,Derzhavinsk,KZ,51.1,66.3167,63.18,40,100,9.04,overcast clouds
547,Kununurra,AU,-15.7667,128.7333,96.78,41,85,5.75,overcast clouds
548,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.93,82,72,2.77,broken clouds
549,Touros,BR,-5.1989,-35.4608,76.87,90,94,9.8,overcast clouds
550,Port Blair,IN,11.6667,92.75,87.84,74,75,3.44,mist
551,Mount Gambier,AU,-37.8333,140.7667,67.91,68,75,12.66,light rain
552,Tashtyp,RU,52.7939,89.8983,59.13,40,69,4.05,broken clouds
553,Muros,ES,42.7762,-9.0603,52.84,83,72,8.57,broken clouds
554,Loudeac,FR,48.1783,-2.7543,50.49,98,82,8.41,broken clouds
555,Owando,CG,-0.4819,15.8999,69.73,97,100,1.34,overcast clouds
556,Jalu,LY,29.0331,21.5482,76.93,12,0,10.0,clear sky
557,Kondinskoye,RU,59.6481,67.41,39.36,90,100,12.3,overcast clouds
558,Sturlic,BA,45.0639,15.7781,34.11,86,82,3.78,broken clouds
559,Port-Gentil,GA,-0.7193,8.7815,80.37,81,100,6.58,overcast clouds
560,Micheweni,TZ,-4.9667,39.8333,77.56,86,64,13.51,light rain
561,Celendin,PE,-6.8703,-78.1517,52.95,91,99,0.43,overcast clouds
562,Camiri,BO,-20.05,-63.5167,64.24,97,100,3.18,overcast clouds
563,Loandjili,CG,-4.7561,11.8578,77.11,94,75,3.44,broken clouds
564,Wajima,JP,37.4,136.9,50.68,87,75,10.36,moderate rain
565,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,52,0,5.75,clear sky
566,Tukrah,LY,32.5341,20.5791,67.8,45,100,13.87,overcast clouds
567,Kupang,ID,-10.1667,123.5833,86.38,56,99,1.68,overcast clouds
568,Ndele,CF,8.4109,20.6473,72.14,78,100,4.0,overcast clouds
569,Mizan Teferi,ET,6.9833,35.5833,60.33,93,100,3.49,overcast clouds
